,S0,S1,S2,S3,S4,S5,S6
11012,0,1,3,7,14,5,55
11013,0,0,0,3,2,20,56
11014,0,0,0,1,1,16,27
11015,0,1,3,7,6,3,32
11016,0,1,3,7,6,4,1
11017,0,1,3,7,15,23,47
11018,0,1,3,7,5,4,12
11019,0,1,3,7,13,17,25
11020,0,0,1,5,10,28,12
11021,0,0,0,5,8,8,50
11022,0,0,0,0,9,16,42
11023,0,1,3,7,6,6,23
11024,0,0,1,6,2,6,6
11025,0,0,0,5,4,17,14
11026,0,0,2,6,5,10,58
11027,0,0,0,2,13,2,28
11028,0,0,0,0,0,7,58
11029,0,1,3,7,8,5,32
11030,0,0,0,2,15,18,41
11031,0,1,3,7,7,17,60
11032,0,1,3,7,6,3,52
11033,0,0,2,0,14,23,37
11034,0,1,3,7,3,31,15
11035,0,0,1,5,8,16,25
11036,0,0,2,2,2,31,20
11037,0,1,3,7,6,15,22
11038,0,1,3,7,9,27,62
11039,0,0,2,6,7,29,5
11040,0,0,0,5,10,6,58
11041,0,0,0,6,0,21,26
11042,0,1,3,7,15,31,29
11043,0,0,0,1,5,23,58
11044,0,0,0,0,9,26,56
11045,0,1,3,7,5,14,41
11046,0,1,3,7,9,19,35
11047,0,0,1,1,0,22,35
11048,0,1,3,7,8,9,5
11049,0,0,0,6,11,1,53
11050,0,1,3,7,6,23,11
11051,0,1,3,7,3,28,47
11052,0,0,2,6,13,11,60
11053,0,0,1,2,6,5,40
11054,0,1,3,7,13,17,4
11055,0,1,3,7,12,10,60
11056,0,1,3,7,13,20,57
11057,0,0,0,2,10,13,60
11058,0,1,3,7,1,15,6
11059,0,0,1,5,6,29,58
11060,0,0,0,4,14,0,12
11061,0,0,0,5,1,11,17
11062,0,1,3,7,2,18,60
11063,0,0,0,3,13,7,58
11064,0,1,3,7,5,31,56
11065,0,1,3,7,11,20,15
11066,0,0,1,6,2,15,56
11067,0,0,1,1,14,16,11
11068,0,1,3,7,14,0,62
11069,0,0,2,5,7,26,35
11070,0,1,3,7,13,8,58
11071,0,0,2,4,4,16,46
11072,0,1,3,7,14,0,50
11073,0,0,1,5,8,14,52
11074,0,0,1,2,7,0,18
11075,0,0,0,6,0,5,17
11076,0,0,1,5,6,18,16
11077,0,1,3,7,14,0,3
11078,0,0,0,3,5,20,34
11079,0,0,2,2,2,1,59
11080,0,1,3,7,3,31,21
11081,0,0,1,6,12,15,20
11082,0,1,3,7,0,26,54
11083,0,0,2,6,8,17,60
11084,0,1,3,7,10,2,32
11085,0,1,3,7,12,31,38
11086,0,0,2,5,11,10,53
11087,0,0,1,2,14,8,0
11088,0,0,2,1,12,31,21
11089,0,0,2,5,7,31,30
11090,0,0,0,3,10,19,48
11091,0,1,3,7,1,3,41
11092,0,0,2,1,6,29,57
11093,0,0,2,5,14,31,61
11094,0,1,3,7,14,15,4
11095,0,0,1,5,3,20,21
11096,0,0,1,1,6,16,7
11097,0,1,3,7,7,4,42
11098,0,0,2,2,0,29,45
11099,0,0,0,6,12,26,4
11100,0,0,0,4,12,22,58
11101,0,0,1,5,5,0,56
11102,0,0,1,0,6,8,17
11103,0,0,1,4,3,23,31
11104,0,1,3,7,11,16,27
11105,0,1,3,7,9,16,40
11106,0,1,3,7,6,12,22
11107,0,0,0,5,9,20,32
11108,0,1,3,7,3,29,3
11109,0,0,2,4,4,28,47
11110,0,0,1,5,10,15,60
11111,0,0,2,1,8,20,21
11112,0,0,1,0,3,24,54
11113,0,0,2,6,7,5,57
11114,0,1,3,7,14,19,1
11115,0,0,1,4,6,4,21
11116,0,0,2,5,14,1,21
11117,0,0,2,5,15,1,41
11118,0,0,1,6,5,7,23
11119,0,0,0,3,7,12,20
11120,0,1,3,7,1,8,34
11121,0,0,2,1,2,2,17
11122,0,0,0,1,11,4,10
11123,0,0,1,5,8,2,50
11124,0,1,3,7,7,8,22
11125,0,0,0,3,7,16,24
11126,0,0,1,1,12,10,15
11127,0,0,2,6,13,30,25
11128,0,0,2,4,14,30,63
11129,0,1,3,7,4,16,63
11130,0,0,1,2,14,31,34
11131,0,0,1,6,12,30,3
11132,0,0,2,0,6,1,25
11133,0,1,3,7,5,15,35
11134,0,0,2,0,11,17,21
11135,0,1,3,7,1,22,3
11136,0,0,2,6,15,25,26
11137,0,1,3,7,13,3,55
11138,0,0,1,4,0,8,47
11139,0,0,1,4,13,22,42
11140,0,1,3,7,13,28,34
11141,0,0,2,3,8,13,43
11142,0,0,0,6,11,25,12
11143,0,1,3,7,4,15,43
11144,0,0,1,0,2,17,58
11145,0,1,3,7,5,3,57
11146,0,0,1,3,1,23,27
11147,0,1,3,7,0,20,59
11148,0,1,3,7,13,31,40
11149,0,0,2,3,6,20,37
11150,0,0,1,3,14,10,27
11151,0,0,1,0,10,26,53
11152,0,0,1,2,1,22,10
11153,0,0,2,2,7,6,35
11154,0,0,1,2,12,18,6
11155,0,0,0,0,4,14,63
11156,0,1,3,7,4,11,34
11157,0,0,0,0,0,6,18
11158,0,0,1,4,15,18,30
11159,0,0,0,3,14,20,14
11160,0,0,2,2,3,17,9
11161,0,0,0,0,13,10,52
11162,0,0,2,1,15,21,8
11163,0,0,2,2,10,17,17
11164,0,1,3,7,12,4,28
11165,0,0,0,1,12,1,16
11166,0,1,3,7,13,26,8
11167,0,0,1,2,12,3,56
11168,0,0,2,0,7,17,32
11169,0,1,3,7,7,4,32
11170,0,1,3,7,1,16,44
11171,0,0,2,0,2,25,62
11172,0,0,2,3,8,20,0
11173,0,0,1,6,3,3,15
11174,0,0,1,4,7,27,51
11175,0,0,0,5,2,25,15
11176,0,0,2,0,2,31,38
11177,0,0,2,5,7,15,46
11178,0,0,1,0,0,24,58
11179,0,1,3,7,3,28,2
11180,0,0,0,2,10,6,5
11181,0,0,1,5,10,28,26
11182,0,0,2,6,6,23,2
11183,0,0,0,0,6,1,27
11184,0,0,1,4,12,5,63
11185,0,0,2,6,0,4,43
11186,0,0,1,2,10,25,29
11187,0,0,2,2,9,29,27
11188,0,0,0,6,8,17,42
11189,0,0,0,2,4,14,17
11190,0,0,2,4,12,21,50
11191,0,1,3,7,6,23,15
11192,0,0,2,2,3,15,39
11193,0,0,1,2,5,19,11
11194,0,1,3,7,4,21,12
11195,0,1,3,7,6,23,24
11196,0,1,3,7,4,23,42
11197,0,1,3,7,6,3,39
11198,0,0,0,3,10,21,14
11199,0,0,1,5,0,7,57
11200,0,0,2,4,2,23,43
11201,0,0,2,4,2,3,29
11202,0,0,2,2,11,29,0
11203,0,0,2,3,3,4,7
11204,0,1,3,7,11,31,27
11205,0,0,2,4,7,29,58
11206,0,0,1,4,9,5,57
11207,0,1,3,7,15,29,30
11208,0,1,3,7,14,8,31
11209,0,1,3,7,3,14,22
11210,0,0,1,0,15,12,8
11211,0,0,2,4,6,0,24
11212,0,0,0,2,12,9,7
11213,0,0,0,0,7,14,33
11214,0,0,2,0,7,18,27
11215,0,1,3,7,6,9,50
11216,0,1,3,7,3,31,17
11217,0,0,2,1,13,30,47
11218,0,1,3,7,10,18,50
11219,0,1,3,7,5,1,11
11220,0,0,0,6,14,26,41
11221,0,0,0,0,3,14,62
11222,0,0,1,5,11,26,52
11223,0,1,3,7,0,12,61
11224,0,0,1,1,13,25,54
11225,0,1,3,7,12,12,13
11226,0,0,2,5,5,15,56
11227,0,1,3,7,9,0,9
11228,0,0,0,1,4,12,17
11229,0,1,3,7,14,23,7
11230,0,0,2,2,14,14,34
11231,0,0,1,1,10,13,49
11232,0,0,1,2,5,10,24
11233,0,0,1,0,10,7,18
11234,0,0,2,6,6,27,22
11235,0,0,1,6,12,3,31
11236,0,0,2,1,1,15,7
11237,0,1,3,7,15,0,47
11238,0,1,3,7,9,31,27
11239,0,1,3,7,3,12,2
11240,0,0,2,6,11,2,46
11241,0,0,0,0,6,25,8
11242,0,0,1,6,8,4,54
11243,0,1,3,7,8,16,44
11244,0,0,0,5,14,8,51
11245,0,0,2,2,2,16,15
11246,0,0,0,6,11,13,14
11247,0,1,3,7,2,29,44
11248,0,1,3,7,10,8,3
11249,0,1,3,7,6,21,37
11250,0,0,1,6,0,1,9
11251,0,0,2,2,7,13,18
11252,0,0,1,2,8,5,53
11253,0,0,1,5,5,31,28
11254,0,0,0,0,13,16,24
11255,0,0,0,6,7,13,30
11256,0,1,3,7,2,6,59
11257,0,0,1,5,15,26,47
11258,0,0,0,3,8,30,1
11259,0,0,0,5,14,10,63
11260,0,1,3,7,9,26,46
11261,0,0,0,1,5,21,48
11262,0,0,2,6,11,18,34
11263,0,0,0,5,0,16,59
11264,0,0,2,0,14,11,6
11265,0,1,3,7,13,28,40
11266,0,1,3,7,12,18,7
11267,0,1,3,7,12,13,0
11268,0,0,0,1,10,24,23
11269,0,0,0,3,2,26,31
11270,0,0,2,2,3,3,16
11271,0,0,2,5,14,9,53
11272,0,1,3,7,0,14,3
11273,0,1,3,7,4,28,56
11274,0,1,3,7,2,10,10
11275,0,0,1,4,9,22,42
11276,0,1,3,7,7,29,59
11277,0,0,2,1,9,2,27
11278,0,0,2,0,8,30,2
11279,0,0,2,2,2,13,34
11280,0,1,3,7,3,3,36
11281,0,1,3,7,1,2,15
11282,0,1,3,7,1,26,12
11283,0,1,3,7,15,17,54
11284,0,1,3,7,1,10,4
11285,0,0,0,3,5,7,19
11286,0,0,2,2,11,2,27
11287,0,0,1,6,5,10,1
11288,0,1,3,7,5,13,38
11289,0,0,0,6,6,17,7
11290,0,0,0,6,9,29,63
11291,0,0,0,5,13,6,23
11292,0,1,3,7,7,15,34
11293,0,1,3,7,10,17,41
11294,0,1,3,7,3,13,15
11295,0,1,3,7,12,4,12
11296,0,0,0,4,0,20,25
11297,0,0,2,0,3,15,55
11298,0,0,2,3,8,25,6
11299,0,0,1,4,2,21,21
11300,0,1,3,7,4,29,61
11301,0,0,0,6,8,7,6
11302,0,0,2,0,3,18,45
11303,0,0,1,5,2,26,1
11304,0,0,2,0,15,7,7
11305,0,1,3,7,0,5,13
11306,0,1,3,7,5,13,43
11307,0,0,1,2,7,17,15
11308,0,0,2,5,10,31,32
11309,0,0,0,0,12,1,40
11310,0,0,0,6,5,12,44
11311,0,1,3,7,8,2,4
11312,0,1,3,7,5,10,60
11313,0,1,3,7,6,20,40
11314,0,1,3,7,5,7,37
11315,0,0,2,2,8,28,7
11316,0,0,2,6,15,6,33
11317,0,0,1,0,9,14,13
11318,0,0,1,6,15,4,61
11319,0,1,3,7,12,1,23
11320,0,1,3,7,0,27,52
11321,0,1,3,7,2,11,41
11322,0,1,3,7,2,17,31
11323,0,1,3,7,15,8,49
11324,0,0,0,4,2,17,47
11325,0,1,3,7,10,22,36
11326,0,0,2,4,0,7,41
11327,0,1,3,7,5,28,38
11328,0,0,0,3,1,27,2
11329,0,0,1,0,7,19,39
11330,0,0,2,4,8,20,51
11331,0,0,0,1,5,30,34
11332,0,0,0,2,0,21,31
11333,0,0,0,2,2,10,42
11334,0,1,3,7,12,29,14
11335,0,0,2,0,3,30,39
11336,0,0,0,3,0,25,29
11337,0,0,0,1,7,4,55
11338,0,0,1,3,8,9,40
11339,0,0,1,4,13,14,35
11340,0,1,3,7,9,14,26
11341,0,1,3,7,15,10,52
11342,0,1,3,7,13,14,49
11343,0,0,0,6,13,29,22
11344,0,1,3,7,10,0,61
11345,0,1,3,7,6,25,58
11346,0,0,2,5,7,20,27
11347,0,0,0,2,3,18,47
11348,0,0,2,0,7,29,44
11349,0,0,1,0,7,19,21
11350,0,0,2,6,2,19,10
11351,0,0,2,5,4,23,6
11352,0,1,3,7,3,14,19
11353,0,0,2,4,11,5,47
11354,0,0,0,3,14,26,58
11355,0,1,3,7,11,4,49
11356,0,0,1,2,7,13,49
11357,0,1,3,7,0,27,44
11358,0,1,3,7,3,26,36
11359,0,1,3,7,0,28,10
11360,0,1,3,7,3,31,9
11361,0,0,1,5,12,31,11
11362,0,1,3,7,0,26,17
11363,0,0,2,4,0,14,27
11364,0,0,1,5,15,25,39
11365,0,1,3,7,6,31,56
11366,0,0,2,0,4,3,16
11367,0,1,3,7,9,4,57
11368,0,0,1,0,13,3,53
11369,0,0,2,3,1,15,62
11370,0,0,0,3,14,31,63
11371,0,0,2,5,1,25,2
11372,0,1,3,7,13,17,49
11373,0,0,1,2,15,23,39
11374,0,0,1,2,11,10,55
11375,0,1,3,7,0,13,33
11376,0,1,3,7,3,12,6
11377,0,0,1,6,10,8,25
11378,0,0,1,0,13,14,4
11379,0,0,0,3,5,12,33
11380,0,0,0,6,3,15,19
11381,0,1,3,7,9,26,44
11382,0,0,0,5,9,22,57
11383,0,0,0,0,8,12,53
11384,0,0,0,6,8,30,49
11385,0,0,2,4,10,4,15
11386,0,0,2,5,11,4,42
11387,0,0,1,1,14,0,44
11388,0,1,3,7,8,11,26
11389,0,0,0,0,12,28,60
11390,0,0,1,5,3,31,33
11391,0,0,1,6,5,30,31
11392,0,1,3,7,5,16,40
11393,0,0,0,5,0,15,23
11394,0,0,1,1,15,23,4
11395,0,0,0,0,4,3,36
11396,0,0,2,3,4,31,57
11397,0,1,3,7,8,17,50
11398,0,0,1,6,5,11,34
11399,0,0,2,6,0,26,37
11400,0,0,2,6,5,28,18
11401,0,0,0,0,9,31,47
11402,0,0,2,3,0,9,47
11403,0,0,2,4,4,17,23
11404,0,0,1,6,1,20,34
11405,0,1,3,7,7,25,6
11406,0,0,0,2,10,6,27
11407,0,0,1,2,11,19,7
11408,0,0,0,4,4,11,22
11409,0,1,3,7,15,22,28
11410,0,0,2,1,4,13,44
11411,0,1,3,7,11,5,36
11412,0,0,0,5,9,4,19
11413,0,0,2,6,15,5,49
11414,0,0,1,3,10,20,16
11415,0,1,3,7,2,17,57
11416,0,0,0,2,7,11,51
11417,0,0,1,2,10,29,59
11418,0,0,0,2,15,28,48
11419,0,0,0,6,8,2,61
11420,0,0,1,0,3,12,60
11421,0,0,0,1,6,26,57
11422,0,0,1,6,12,8,2
11423,0,0,0,5,2,21,23
11424,0,0,1,3,6,4,8
11425,0,0,1,6,14,8,10
11426,0,1,3,7,15,9,59
11427,0,0,1,3,2,15,52
11428,0,1,3,7,9,27,15
11429,0,0,1,1,12,25,33
11430,0,0,2,0,2,27,31
11431,0,1,3,7,3,6,19
11432,0,0,1,3,1,30,47
11433,0,0,1,1,5,2,16
11434,0,1,3,7,7,0,23
11435,0,0,0,2,7,10,13
11436,0,0,0,2,4,25,47
11437,0,0,2,1,8,24,21
11438,0,1,3,7,2,8,32
11439,0,0,1,6,10,29,12
11440,0,0,1,1,3,15,57
11441,0,1,3,7,10,14,16
11442,0,0,1,0,5,24,13
11443,0,0,0,3,5,21,46
11444,0,1,3,7,5,15,9
11445,0,0,1,0,11,19,50
11446,0,0,1,6,14,27,25
11447,0,1,3,7,7,16,52
11448,0,0,2,2,10,31,9
11449,0,0,2,2,15,19,26
11450,0,0,0,3,12,4,23
11451,0,1,3,7,13,29,12
11452,0,0,1,6,2,3,55
11453,0,0,0,1,15,30,56
11454,0,0,2,5,14,18,23
11455,0,0,1,6,10,12,32
11456,0,0,2,6,12,26,39
11457,0,0,2,3,3,31,43
11458,0,1,3,7,10,11,51
11459,0,0,1,3,7,14,23
11460,0,0,1,3,15,2,33
11461,0,0,0,1,5,22,17
11462,0,1,3,7,5,29,7
11463,0,0,0,0,4,27,7
11464,0,0,0,1,6,27,4
11465,0,0,0,0,2,31,15
11466,0,0,0,0,1,27,21
11467,0,0,2,6,3,21,23
11468,0,0,1,1,13,26,18
11469,0,0,0,2,4,19,63
11470,0,1,3,7,6,31,52
11471,0,0,1,5,0,16,44
11472,0,1,3,7,9,1,60
11473,0,1,3,7,11,13,0
11474,0,1,3,7,3,28,48
11475,0,0,1,3,3,31,62
11476,0,1,3,7,12,3,31
11477,0,1,3,7,3,4,15
11478,0,1,3,7,3,29,47
11479,0,0,2,2,4,3,13
11480,0,1,3,7,5,4,34
11481,0,0,2,6,12,1,41
11482,0,0,2,3,5,22,42
11483,0,0,0,3,5,6,8
11484,0,0,0,1,8,13,17
11485,0,1,3,7,12,30,21
11486,0,1,3,7,8,12,19
11487,0,0,1,3,7,20,4
11488,0,1,3,7,6,6,49
11489,0,0,2,4,7,25,33
11490,0,0,0,5,9,6,39
11491,0,1,3,7,0,17,5
11492,0,1,3,7,4,16,22
11493,0,0,0,6,14,7,47
11494,0,1,3,7,11,20,56
11495,0,0,2,4,11,27,18
11496,0,0,2,6,0,20,49
11497,0,0,1,6,8,31,43
11498,0,0,0,1,0,10,33
11499,0,0,2,2,7,25,18
11500,0,0,1,2,0,26,19
11501,0,1,3,7,7,11,53
11502,0,0,2,3,9,25,22
11503,0,1,3,7,15,21,20
11504,0,1,3,7,2,10,49
11505,0,0,1,4,10,4,61
11506,0,0,1,3,3,18,57
11507,0,0,2,5,3,17,7
11508,0,0,0,1,6,6,47
11509,0,1,3,7,6,0,38
11510,0,1,3,7,13,16,45
11511,0,0,2,0,6,2,38
11512,0,1,3,7,12,13,61
11513,0,0,1,0,1,3,9
11514,0,1,3,7,10,24,28
11515,0,0,0,5,8,11,11
11516,0,0,0,4,9,10,20
11517,0,0,1,3,12,9,22
11518,0,1,3,7,14,25,28
11519,0,0,1,5,13,24,34
11520,0,0,2,2,3,6,56
11521,0,0,1,5,7,30,17
11522,0,1,3,7,3,25,18
11523,0,0,0,5,15,15,19
11524,0,0,0,1,7,12,12
11525,0,0,2,5,5,29,17
11526,0,0,2,4,11,7,59
11527,0,0,2,4,4,19,42
11528,0,0,1,1,13,23,30
11529,0,0,0,3,1,29,19
11530,0,0,1,3,6,27,0
11531,0,0,0,1,10,3,1
11532,0,0,0,1,15,17,12
11533,0,1,3,7,0,18,24
11534,0,0,1,2,12,2,37
11535,0,0,0,2,12,9,60
11536,0,0,1,2,15,23,34
11537,0,0,0,1,9,23,40
11538,0,1,3,7,0,30,23
11539,0,0,1,5,4,20,52
11540,0,0,0,2,2,1,10
11541,0,0,2,4,1,6,17
11542,0,0,1,0,7,18,42
11543,0,0,0,0,2,1,22
11544,0,1,3,7,15,14,27
11545,0,0,0,4,0,18,25
11546,0,0,0,4,4,18,30
11547,0,0,2,0,15,27,46
11548,0,0,1,3,5,0,48
11549,0,1,3,7,14,3,31
11550,0,0,0,2,2,13,42
11551,0,1,3,7,4,5,44
11552,0,1,3,7,2,21,54
11553,0,0,1,1,0,26,20
11554,0,0,1,4,11,29,18
11555,0,0,2,3,11,31,56
11556,0,0,1,3,6,1,26
11557,0,0,0,6,14,25,14
11558,0,1,3,7,3,31,6
11559,0,0,1,0,8,11,42
11560,0,0,2,6,15,1,2
11561,0,1,3,7,4,1,6
11562,0,0,0,0,2,21,59
11563,0,0,1,2,10,6,61
11564,0,0,0,1,11,23,19
11565,0,0,0,3,0,8,20
11566,0,1,3,7,4,27,44
11567,0,1,3,7,10,28,19
11568,0,0,0,0,6,29,59
11569,0,0,2,2,13,17,13
11570,0,1,3,7,1,17,11
11571,0,0,0,1,2,6,13
11572,0,0,2,0,2,28,26
11573,0,0,2,5,10,7,29
11574,0,1,3,7,7,19,19
11575,0,0,2,3,3,25,26
11576,0,0,0,3,0,0,21
11577,0,0,0,5,5,11,0
11578,0,1,3,7,8,12,1
11579,0,0,1,5,3,5,22
11580,0,0,0,5,7,0,22
11581,0,1,3,7,5,6,16
11582,0,1,3,7,9,1,8
11583,0,1,3,7,11,19,53
11584,0,0,1,4,2,13,57
11585,0,0,0,5,3,14,51
11586,0,0,1,2,14,22,32
11587,0,0,2,2,1,8,4
11588,0,1,3,7,14,2,48
11589,0,1,3,7,4,10,26
11590,0,1,3,7,6,27,47
11591,0,1,3,7,10,14,26
11592,0,0,2,1,3,7,3
11593,0,1,3,7,13,3,23
11594,0,0,0,1,2,13,45
11595,0,0,0,2,14,26,46
11596,0,0,2,6,7,13,34
11597,0,0,2,5,2,21,36
11598,0,0,0,6,15,10,47
11599,0,0,2,5,15,4,33
11600,0,0,1,2,15,19,14
11601,0,1,3,7,5,21,53
11602,0,0,1,4,14,24,10
11603,0,0,1,2,14,27,52
11604,0,0,2,2,7,9,62
11605,0,0,1,6,12,28,38
11606,0,0,0,6,14,16,40
11607,0,0,0,2,12,26,6
11608,0,0,0,5,9,10,59
11609,0,1,3,7,10,2,50
11610,0,0,2,1,2,3,12
11611,0,0,2,0,6,20,42
11612,0,0,2,4,3,12,10
11613,0,1,3,7,14,30,24
11614,0,1,3,7,6,10,18
11615,0,1,3,7,8,10,8
11616,0,0,1,4,15,30,1
11617,0,0,2,1,2,0,25
11618,0,0,1,0,7,25,53
11619,0,0,1,1,12,26,19
11620,0,0,0,2,6,10,22
11621,0,0,0,2,10,19,8
11622,0,0,1,1,1,8,9
11623,0,1,3,7,14,18,57
11624,0,0,0,5,10,6,33
11625,0,0,1,6,14,6,5
11626,0,0,2,1,4,12,9
11627,0,0,2,0,2,13,4
11628,0,0,2,6,10,30,22
11629,0,1,3,7,4,2,14
11630,0,0,0,6,15,21,20
11631,0,1,3,7,1,21,0
11632,0,1,3,7,5,2,61
11633,0,1,3,7,7,12,60
11634,0,0,0,3,9,14,11
11635,0,0,2,4,9,13,44
11636,0,0,2,6,14,5,3
11637,0,0,0,2,0,24,61
11638,0,0,0,3,6,31,1
11639,0,1,3,7,13,1,7
11640,0,0,2,0,14,28,6
11641,0,1,3,7,9,5,51
11642,0,1,3,7,13,27,25
11643,0,0,2,6,9,21,36
11644,0,0,1,3,0,6,1
11645,0,0,2,1,14,20,44
11646,0,0,1,0,10,3,23
11647,0,1,3,7,4,5,28
11648,0,1,3,7,8,30,24
11649,0,0,2,2,8,0,15
11650,0,0,0,6,6,16,7
11651,0,1,3,7,8,20,32
11652,0,0,2,5,13,0,19
11653,0,1,3,7,13,25,14
11654,0,0,1,2,11,9,9
11655,0,0,1,6,12,24,7
11656,0,0,0,4,14,16,1
11657,0,0,1,3,3,27,5
11658,0,1,3,7,7,7,16
11659,0,1,3,7,6,12,37
11660,0,0,2,4,4,16,62
11661,0,0,2,6,0,5,28
11662,0,0,1,2,7,6,1
11663,0,0,0,5,7,19,43
11664,0,1,3,7,0,28,36
11665,0,1,3,7,15,9,3
11666,0,0,0,5,14,17,39
11667,0,0,1,4,0,19,22
11668,0,0,1,1,9,8,29
11669,0,1,3,7,14,0,42
11670,0,0,2,4,10,28,25
11671,0,1,3,7,5,1,62
11672,0,0,2,5,9,13,17
11673,0,0,1,6,3,15,11
11674,0,0,1,6,11,19,43
11675,0,1,3,7,13,18,14
11676,0,0,2,1,9,27,58
11677,0,0,0,0,10,30,38
11678,0,0,2,4,10,16,57
11679,0,0,2,4,1,26,55
11680,0,0,2,1,7,15,7
11681,0,1,3,7,2,11,26
11682,0,0,0,0,9,20,19
11683,0,0,0,0,4,2,38
11684,0,1,3,7,7,27,54
11685,0,0,2,4,3,3,28
11686,0,0,0,4,14,6,34
11687,0,1,3,7,5,28,19
11688,0,1,3,7,11,22,46
11689,0,0,0,1,2,12,60
11690,0,0,1,1,5,4,10
11691,0,1,3,7,5,10,0
11692,0,1,3,7,7,23,16
11693,0,0,2,6,12,18,33
11694,0,0,1,1,14,0,32
11695,0,0,0,5,13,18,50
11696,0,0,2,1,15,26,31
11697,0,0,0,4,0,23,54
11698,0,0,1,4,9,13,46
11699,0,0,1,4,12,25,59
11700,0,0,1,2,15,17,28
11701,0,0,1,0,7,13,29
11702,0,0,1,2,15,31,59
11703,0,1,3,7,3,5,20
11704,0,0,0,2,11,1,31
11705,0,0,1,2,1,11,37
11706,0,1,3,7,7,13,26
11707,0,1,3,7,13,1,10
11708,0,0,1,3,0,17,51
11709,0,0,1,2,5,23,56
11710,0,1,3,7,0,12,56
11711,0,0,1,5,4,8,5
11712,0,1,3,7,0,10,61
11713,0,1,3,7,11,11,41
11714,0,1,3,7,15,28,46
11715,0,0,2,3,7,19,2
11716,0,1,3,7,11,18,14
11717,0,0,1,1,5,2,53
11718,0,0,1,1,10,0,60
11719,0,0,1,4,10,22,28
11720,0,0,1,5,5,28,30
11721,0,1,3,7,4,19,25
11722,0,1,3,7,3,4,50
11723,0,1,3,7,8,7,25
11724,0,0,1,6,8,31,8
11725,0,0,2,0,3,9,57
11726,0,1,3,7,13,23,32
11727,0,1,3,7,13,5,37
11728,0,0,0,1,15,27,22
11729,0,1,3,7,1,24,30
11730,0,1,3,7,6,12,61
11731,0,0,2,5,0,17,29
11732,0,0,0,2,11,6,52
11733,0,1,3,7,11,9,8
11734,0,0,2,4,15,24,43
11735,0,0,1,0,12,2,29
11736,0,1,3,7,5,30,35
11737,0,1,3,7,14,7,11
11738,0,0,1,4,8,28,21
11739,0,1,3,7,14,3,52
11740,0,0,0,1,2,7,46
11741,0,0,2,2,15,9,15
11742,0,1,3,7,4,1,28
11743,0,0,1,5,4,22,47
11744,0,0,0,1,1,23,28
11745,0,0,0,2,9,16,4
11746,0,0,2,2,2,7,62
11747,0,1,3,7,3,22,13
11748,0,0,2,2,10,31,23
11749,0,1,3,7,15,17,38
11750,0,0,1,4,11,14,25
11751,0,0,2,5,12,8,48
11752,0,1,3,7,7,11,57
11753,0,1,3,7,8,18,59
11754,0,0,1,2,0,4,56
11755,0,1,3,7,12,26,2
11756,0,1,3,7,8,1,36
11757,0,0,0,5,15,8,8
11758,0,0,2,0,6,13,51
11759,0,0,2,2,7,17,20
11760,0,0,0,1,10,12,57
11761,0,0,2,1,10,0,27
11762,0,1,3,7,4,2,1
11763,0,1,3,7,13,16,52
11764,0,0,0,1,3,11,9
11765,0,0,1,5,9,8,35
11766,0,0,1,3,2,4,51
11767,0,0,2,2,4,17,55
11768,0,0,1,2,13,14,34
11769,0,0,0,5,9,0,31
11770,0,0,2,0,4,6,31
11771,0,1,3,7,13,7,20
11772,0,0,2,5,2,25,45
11773,0,1,3,7,5,8,47
11774,0,0,1,1,13,21,39
11775,0,0,0,5,12,12,50
11776,0,0,1,2,14,2,12
11777,0,1,3,7,11,30,49
11778,0,1,3,7,4,14,35
11779,0,0,2,0,5,24,24
11780,0,0,0,1,14,15,41
11781,0,0,1,1,14,23,11
11782,0,1,3,7,3,7,27
11783,0,1,3,7,1,25,59
11784,0,1,3,7,10,11,34
11785,0,1,3,7,8,23,32
11786,0,0,2,2,10,30,50
11787,0,0,1,3,11,23,13
11788,0,0,2,5,1,13,5
11789,0,0,2,6,1,27,19
11790,0,0,2,6,10,18,18
11791,0,0,0,6,0,30,40
11792,0,1,3,7,1,16,62
11793,0,0,2,3,14,11,12
11794,0,1,3,7,6,25,41
11795,0,0,0,2,11,7,50
11796,0,0,2,2,0,25,19
11797,0,0,2,1,6,18,38
11798,0,0,0,4,3,27,54
11799,0,0,0,3,11,19,34
11800,0,0,2,1,0,5,11
11801,0,1,3,7,13,27,36
11802,0,0,2,5,15,11,29
11803,0,0,1,4,0,28,8
11804,0,1,3,7,0,17,33
11805,0,0,1,5,11,7,44
11806,0,1,3,7,0,10,46
11807,0,1,3,7,0,11,32
11808,0,0,0,5,2,21,21
11809,0,1,3,7,15,25,14
11810,0,1,3,7,3,4,51
11811,0,0,1,0,2,30,3
11812,0,0,1,1,4,9,18
11813,0,1,3,7,12,17,18
11814,0,0,1,4,15,12,20
11815,0,0,1,4,8,14,1
11816,0,0,0,1,11,16,10
11817,0,0,2,3,9,17,17
11818,0,0,1,5,8,18,24
11819,0,0,1,0,11,15,14
11820,0,1,3,7,9,19,50
11821,0,0,0,6,2,10,35
11822,0,0,0,0,8,29,43
11823,0,0,1,0,13,25,17
11824,0,0,2,6,12,18,13
11825,0,1,3,7,9,6,0
11826,0,0,1,3,14,3,59
11827,0,0,2,2,2,27,36
11828,0,0,2,0,7,27,30
11829,0,1,3,7,1,6,55
11830,0,1,3,7,2,9,43
11831,0,0,2,2,5,24,51
11832,0,0,0,0,13,17,28
11833,0,0,0,2,2,19,53
